id,topic,dialogue_text,candidate_summary,reference_summary_1,reference_summary_2,human_score
author_016,emergency,"OPERATOR: Emergency services, what’s your location? CALLER: 21 King Street; my friend is having chest pain. OPERATOR: Let me confirm a few details for accuracy. CALLER: Sure, what do you need to know? OPERATOR: We have an alternative if the first option doesn’t work. CALLER: That could fit my schedule better. OPERATOR: I’ll send a confirmation by email and text. CALLER: Thanks—how long will processing take? OPERATOR: Typically three to five business days, but I’ll flag it as urgent. CALLER: I appreciate that. Is there anything else required from me? OPERATOR: Just bring a photo ID and the reference number. CALLER: Got it. Thank you for your help today. OPERATOR: Let me confirm a few details for accuracy. CALLER: Sure, what do you need to know? OPERATOR: We have an alternative if the first option doesn’t work. CALLER: That could fit my schedule better.","The caller seeks help; operator provides guidance, sets expectations, and sends confirmation.","A emergency conversation where operator verifies details, offers options, and confirms next steps.","The caller seeks help; operator provides guidance, sets expectations, and sends confirmation.",2.83
author_017,ride_share,"RIDER: Are you my driver for Casey? DRIVER: Yes—please confirm the destination in your app. DRIVER: Let me confirm a few details for accuracy. RIDER: Sure, what do you need to know? DRIVER: We have an alternative if the first option doesn’t work. RIDER: That could fit my schedule better. DRIVER: I’ll send a confirmation by email and text. RIDER: Thanks—how long will processing take?","The rider seeks help; driver provides guidance, sets expectations, and sends confirmation.","A ride share conversation where driver verifies details, offers options, and confirms next steps.","The rider seeks help; driver provides guidance, sets expectations, and sends confirmation.",3.06
author_018,movie_plans,"ALEX: The 7 p.m. show is nearly sold out. CASEY: Let’s book the 9 p.m. and grab dinner first. ALEX: Let me confirm a few details for accuracy. CASEY: Sure, what do you need to know? ALEX: We have an alternative if the first option doesn’t work. CASEY: That could fit my schedule better. ALEX: I’ll send a confirmation by email and text. CASEY: Thanks—how long will processing take? ALEX: Typically three to five business days, but I’ll flag it as urgent. CASEY: I appreciate that. Is there anything else required from me? ALEX: Just bring a photo ID and the reference number. CASEY: Got it. Thank you for your help today. ALEX: Let me confirm a few details for accuracy. CASEY: Sure, what do you need to know? ALEX: We have an alternative if the first option doesn’t work. CASEY: That could fit my schedule better.","The casey seeks help; alex provides guidance, sets expectations, and sends confirmation.","A movie plans conversation where alex verifies details, offers options, and confirms next steps.","The casey seeks help; alex provides guidance, sets expectations, and sends confirmation.",3.03
author_019,sports_tickets,"FAN: Any seats left for Saturday’s match? BOX_OFFICE: We have Section 112, row G, or the upper deck. BOX_OFFICE: Let me confirm a few details for accuracy. FAN: Sure, what do you need to know? BOX_OFFICE: We have an alternative if the first option doesn’t work. FAN: That could fit my schedule better. BOX_OFFICE: I’ll send a confirmation by email and text. FAN: Thanks—how long will processing take? BOX_OFFICE: Typically three to five business days, but I’ll flag it as urgent. FAN: I appreciate that. Is there anything else required from me? BOX_OFFICE: Just bring a photo ID and the reference number.","The fan seeks help; box_office provides guidance, sets expectations, and sends confirmation.","A sports tickets conversation where box_office verifies details, offers options, and confirms next steps.","The fan seeks help; box_office provides guidance, sets expectations, and sends confirmation.",3.05
author_020,visa_appointment,"APPLICANT: I need to schedule a biometrics appointment. CONSULATE_STAFF: The earliest slot is next Thursday at 10 a.m. CONSULATE_STAFF: Let me confirm a few details for accuracy. APPLICANT: Sure, what do you need to know? CONSULATE_STAFF: We have an alternative if the first option doesn’t work. APPLICANT: That could fit my schedule better. CONSULATE_STAFF: I’ll send a confirmation by email and text. APPLICANT: Thanks—how long will processing take? CONSULATE_STAFF: Typically three to five business days, but I’ll flag it as urgent. APPLICANT: I appreciate that. Is there anything else required from me? CONSULATE_STAFF: Just bring a photo ID and the reference number. APPLICANT: Got it. Thank you for your help today. CONSULATE_STAFF: Let me confirm a few details for accuracy. APPLICANT: Sure, what do you need to know? CONSULATE_STAFF: We have an alternative if the first option doesn’t work. APPLICANT: That could fit my schedule better.","The applicant seeks help; consulate_staff provides guidance, sets expectations, and sends confirmation.","A visa appointment conversation where consulate_staff verifies details, offers options, and confirms next steps.","The applicant seeks help; consulate_staff provides guidance, sets expectations, and sends confirmation.",5.0
author_021,doctor_visit,"DOCTOR: Hello, what brings you in today? PATIENT: I’ve had a fever since last night and a bad cough. DOCTOR: Let me confirm a few details for accuracy. PATIENT: Sure, what do you need to know? DOCTOR: We have an alternative if the first option doesn’t work. PATIENT: That could fit my schedule better. DOCTOR: I’ll send a confirmation by email and text. PATIENT: Thanks—how long will processing take? DOCTOR: Typically three to five business days, but I’ll flag it as urgent. PATIENT: I appreciate that. Is there anything else required from me? DOCTOR: Just bring a photo ID and the reference number. PATIENT: Got it. Thank you for your help today. DOCTOR: Let me confirm a few details for accuracy. PATIENT: Sure, what do you need to know?","The patient seeks help; doctor provides guidance, sets expectations, and sends confirmation.","A doctor visit conversation where doctor verifies details, offers options, and confirms next steps.","The patient seeks help; doctor provides guidance, sets expectations, and sends confirmation.",3.06
author_022,pharmacy,"CUSTOMER: Hi, do you have this prescription in stock? PHARMACIST: Let me check the system. Yes, we can fill it in fifteen minutes. PHARMACIST: Let me confirm a few details for accuracy. CUSTOMER: Sure, what do you need to know? PHARMACIST: We have an alternative if the first option doesn’t work. CUSTOMER: That could fit my schedule better. PHARMACIST: I’ll send a confirmation by email and text. CUSTOMER: Thanks—how long will processing take? PHARMACIST: Typically three to five business days, but I’ll flag it as urgent. CUSTOMER: I appreciate that. Is there anything else required from me? PHARMACIST: Just bring a photo ID and the reference number.","The customer seeks help; pharmacist provides guidance, sets expectations, and sends confirmation.","A pharmacy conversation where pharmacist verifies details, offers options, and confirms next steps.","The customer seeks help; pharmacist provides guidance, sets expectations, and sends confirmation.",3.17
author_023,immigration_enquiry,"APPLICANT: I’m here to ask about my visa status. OFFICER: Please provide your passport and application number. OFFICER: Let me confirm a few details for accuracy. APPLICANT: Sure, what do you need to know? OFFICER: We have an alternative if the first option doesn’t work. APPLICANT: That could fit my schedule better. OFFICER: I’ll send a confirmation by email and text. APPLICANT: Thanks—how long will processing take? OFFICER: Typically three to five business days, but I’ll flag it as urgent. APPLICANT: I appreciate that. Is there anything else required from me? OFFICER: Just bring a photo ID and the reference number. APPLICANT: Got it. Thank you for your help today. OFFICER: Let me confirm a few details for accuracy. APPLICANT: Sure, what do you need to know? OFFICER: We have an alternative if the first option doesn’t work.","The applicant seeks help; officer provides guidance, sets expectations, and sends confirmation.","A immigration enquiry conversation where officer verifies details, offers options, and confirms next steps.","The applicant seeks help; officer provides guidance, sets expectations, and sends confirmation.",3.02
author_024,bank_inquiry,"CLIENT: I want to discuss a fee on my statement. BANKER: I’ll review your account and explain the charge. BANKER: Let me confirm a few details for accuracy. CLIENT: Sure, what do you need to know? BANKER: We have an alternative if the first option doesn’t work. CLIENT: That could fit my schedule better. BANKER: I’ll send a confirmation by email and text. CLIENT: Thanks—how long will processing take? BANKER: Typically three to five business days, but I’ll flag it as urgent. CLIENT: I appreciate that. Is there anything else required from me? BANKER: Just bring a photo ID and the reference number. CLIENT: Got it. Thank you for your help today.","The client seeks help; banker provides guidance, sets expectations, and sends confirmation.","A bank inquiry conversation where banker verifies details, offers options, and confirms next steps.","The client seeks help; banker provides guidance, sets expectations, and sends confirmation.",3.07
author_025,university_advising,"STUDENT: I need help choosing electives for next term. ADVISOR: Let’s look at your major requirements and interests. ADVISOR: Let me confirm a few details for accuracy. STUDENT: Sure, what do you need to know? ADVISOR: We have an alternative if the first option doesn’t work. STUDENT: That could fit my schedule better. ADVISOR: I’ll send a confirmation by email and text. STUDENT: Thanks—how long will processing take?","The student seeks help; advisor provides guidance, sets expectations, and sends confirmation.","A university advising conversation where advisor verifies details, offers options, and confirms next steps.","The student seeks help; advisor provides guidance, sets expectations, and sends confirmation.",5.0
author_027,hotel_booking,"GUEST: Do you have any rooms available for this weekend? RECEPTIONIST: We have a queen room and a twin room free. RECEPTIONIST: Let me confirm a few details for accuracy. GUEST: Sure, what do you need to know? RECEPTIONIST: We have an alternative if the first option doesn’t work. GUEST: That could fit my schedule better. RECEPTIONIST: I’ll send a confirmation by email and text. GUEST: Thanks—how long will processing take? RECEPTIONIST: Typically three to five business days, but I’ll flag it as urgent. GUEST: I appreciate that. Is there anything else required from me? RECEPTIONIST: Just bring a photo ID and the reference number. GUEST: Got it. Thank you for your help today. RECEPTIONIST: Let me confirm a few details for accuracy. GUEST: Sure, what do you need to know?","The guest seeks help; receptionist provides guidance, sets expectations, and sends confirmation.","A hotel booking conversation where receptionist verifies details, offers options, and confirms next steps.","The guest seeks help; receptionist provides guidance, sets expectations, and sends confirmation.",4.92
author_028,flight_change,"PASSENGER: My flight was canceled—can I rebook for tomorrow? AIRLINE_AGENT: I can re-accommodate you on the 9 a.m. service. AIRLINE_AGENT: Let me confirm a few details for accuracy. PASSENGER: Sure, what do you need to know? AIRLINE_AGENT: We have an alternative if the first option doesn’t work. PASSENGER: That could fit my schedule better. AIRLINE_AGENT: I’ll send a confirmation by email and text. PASSENGER: Thanks—how long will processing take? AIRLINE_AGENT: Typically three to five business days, but I’ll flag it as urgent. PASSENGER: I appreciate that. Is there anything else required from me? AIRLINE_AGENT: Just bring a photo ID and the reference number. PASSENGER: Got it. Thank you for your help today. AIRLINE_AGENT: Let me confirm a few details for accuracy.","The passenger seeks help; airline_agent provides guidance, sets expectations, and sends confirmation.","A flight change conversation where airline_agent verifies details, offers options, and confirms next steps.","The passenger seeks help; airline_agent provides guidance, sets expectations, and sends confirmation.",2.88
author_029,tech_support,"USER: My laptop won’t start after the update. SUPPORT: Let’s try a power-cycle and check safe mode. SUPPORT: Let me confirm a few details for accuracy. USER: Sure, what do you need to know? SUPPORT: We have an alternative if the first option doesn’t work. USER: That could fit my schedule better. SUPPORT: I’ll send a confirmation by email and text. USER: Thanks—how long will processing take? SUPPORT: Typically three to five business days, but I’ll flag it as urgent. USER: I appreciate that. Is there anything else required from me? SUPPORT: Just bring a photo ID and the reference number. USER: Got it. Thank you for your help today.","The user seeks help; support provides guidance, sets expectations, and sends confirmation.","A tech support conversation where support verifies details, offers options, and confirms next steps.","The user seeks help; support provides guidance, sets expectations, and sends confirmation.",2.84
author_030,landlord_tenant,"TENANT: The heater isn’t working again. LANDLORD: I’ll schedule a technician this afternoon. LANDLORD: Let me confirm a few details for accuracy. TENANT: Sure, what do you need to know? LANDLORD: We have an alternative if the first option doesn’t work. TENANT: That could fit my schedule better. LANDLORD: I’ll send a confirmation by email and text. TENANT: Thanks—how long will processing take? LANDLORD: Typically three to five business days, but I’ll flag it as urgent. TENANT: I appreciate that. Is there anything else required from me?","The tenant seeks help; landlord provides guidance, sets expectations, and sends confirmation.","A landlord tenant conversation where landlord verifies details, offers options, and confirms next steps.","The tenant seeks help; landlord provides guidance, sets expectations, and sends confirmation.",2.93
author_031,post_office,"SENDER: I need to send this package express. CLERK: Please complete this customs form and choose tracking. CLERK: Let me confirm a few details for accuracy. SENDER: Sure, what do you need to know? CLERK: We have an alternative if the first option doesn’t work. SENDER: That could fit my schedule better. CLERK: I’ll send a confirmation by email and text. SENDER: Thanks—how long will processing take? CLERK: Typically three to five business days, but I’ll flag it as urgent. SENDER: I appreciate that. Is there anything else required from me? CLERK: Just bring a photo ID and the reference number.","The sender seeks help; clerk provides guidance, sets expectations, and sends confirmation.","A post office conversation where clerk verifies details, offers options, and confirms next steps.","The sender seeks help; clerk provides guidance, sets expectations, and sends confirmation.",3.37
author_032,job_interview,"INTERVIEWER: Tell me about a time you solved a complex problem. CANDIDATE: I led a data migration under a tight deadline. INTERVIEWER: Let me confirm a few details for accuracy. CANDIDATE: Sure, what do you need to know? INTERVIEWER: We have an alternative if the first option doesn’t work. CANDIDATE: That could fit my schedule better. INTERVIEWER: I’ll send a confirmation by email and text. CANDIDATE: Thanks—how long will processing take? INTERVIEWER: Typically three to five business days, but I’ll flag it as urgent. CANDIDATE: I appreciate that. Is there anything else required from me? INTERVIEWER: Just bring a photo ID and the reference number. CANDIDATE: Got it. Thank you for your help today. INTERVIEWER: Let me confirm a few details for accuracy.","The candidate seeks help; interviewer provides guidance, sets expectations, and sends confirmation.","A job interview conversation where interviewer verifies details, offers options, and confirms next steps.","The candidate seeks help; interviewer provides guidance, sets expectations, and sends confirmation.",2.78
author_034,call_center,"AGENT: Thanks for calling, how can I help today? CALLER: I need to update my mailing address. AGENT: Let me confirm a few details for accuracy. CALLER: Sure, what do you need to know? AGENT: We have an alternative if the first option doesn’t work. CALLER: That could fit my schedule better. AGENT: I’ll send a confirmation by email and text. CALLER: Thanks—how long will processing take? AGENT: Typically three to five business days, but I’ll flag it as urgent.","The caller seeks help; agent provides guidance, sets expectations, and sends confirmation.","A call center conversation where agent verifies details, offers options, and confirms next steps.","The caller seeks help; agent provides guidance, sets expectations, and sends confirmation.",4.58
author_035,shopping,"CUSTOMER: Do you have this jacket in medium? SHOP_ASSISTANT: Yes, try this one—fitting rooms are on the left. SHOP_ASSISTANT: Let me confirm a few details for accuracy. CUSTOMER: Sure, what do you need to know? SHOP_ASSISTANT: We have an alternative if the first option doesn’t work. CUSTOMER: That could fit my schedule better. SHOP_ASSISTANT: I’ll send a confirmation by email and text. CUSTOMER: Thanks—how long will processing take? SHOP_ASSISTANT: Typically three to five business days, but I’ll flag it as urgent. CUSTOMER: I appreciate that. Is there anything else required from me? SHOP_ASSISTANT: Just bring a photo ID and the reference number. CUSTOMER: Got it. Thank you for your help today. SHOP_ASSISTANT: Let me confirm a few details for accuracy. CUSTOMER: Sure, what do you need to know?","The customer seeks help; shop_assistant provides guidance, sets expectations, and sends confirmation.","A shopping conversation where shop_assistant verifies details, offers options, and confirms next steps.","The customer seeks help; shop_assistant provides guidance, sets expectations, and sends confirmation.",2.92
author_036,emergency,"OPERATOR: Emergency services, what’s your location? CALLER: 21 King Street; my friend is having chest pain. OPERATOR: Let me confirm a few details for accuracy. CALLER: Sure, what do you need to know? OPERATOR: We have an alternative if the first option doesn’t work. CALLER: That could fit my schedule better. OPERATOR: I’ll send a confirmation by email and text. CALLER: Thanks—how long will processing take? OPERATOR: Typically three to five business days, but I’ll flag it as urgent.","The caller seeks help; operator provides guidance, sets expectations, and sends confirmation.","A emergency conversation where operator verifies details, offers options, and confirms next steps.","The caller seeks help; operator provides guidance, sets expectations, and sends confirmation.",3.04
author_037,ride_share,"RIDER: Are you my driver for Casey? DRIVER: Yes—please confirm the destination in your app. DRIVER: Let me confirm a few details for accuracy. RIDER: Sure, what do you need to know? DRIVER: We have an alternative if the first option doesn’t work. RIDER: That could fit my schedule better. DRIVER: I’ll send a confirmation by email and text. RIDER: Thanks—how long will processing take? DRIVER: Typically three to five business days, but I’ll flag it as urgent. RIDER: I appreciate that. Is there anything else required from me? DRIVER: Just bring a photo ID and the reference number. RIDER: Got it. Thank you for your help today. DRIVER: Let me confirm a few details for accuracy.","The rider seeks help; driver provides guidance, sets expectations, and sends confirmation.","A ride share conversation where driver verifies details, offers options, and confirms next steps.","The rider seeks help; driver provides guidance, sets expectations, and sends confirmation.",3.15
author_038,movie_plans,"ALEX: The 7 p.m. show is nearly sold out. CASEY: Let’s book the 9 p.m. and grab dinner first. ALEX: Let me confirm a few details for accuracy. CASEY: Sure, what do you need to know? ALEX: We have an alternative if the first option doesn’t work. CASEY: That could fit my schedule better. ALEX: I’ll send a confirmation by email and text. CASEY: Thanks—how long will processing take? ALEX: Typically three to five business days, but I’ll flag it as urgent. CASEY: I appreciate that. Is there anything else required from me? ALEX: Just bring a photo ID and the reference number. CASEY: Got it. Thank you for your help today. ALEX: Let me confirm a few details for accuracy.","The casey seeks help; alex provides guidance, sets expectations, and sends confirmation.","A movie plans conversation where alex verifies details, offers options, and confirms next steps.","The casey seeks help; alex provides guidance, sets expectations, and sends confirmation.",5.0
author_039,sports_tickets,"FAN: Any seats left for Saturday’s match? BOX_OFFICE: We have Section 112, row G, or the upper deck. BOX_OFFICE: Let me confirm a few details for accuracy. FAN: Sure, what do you need to know? BOX_OFFICE: We have an alternative if the first option doesn’t work. FAN: That could fit my schedule better. BOX_OFFICE: I’ll send a confirmation by email and text. FAN: Thanks—how long will processing take? BOX_OFFICE: Typically three to five business days, but I’ll flag it as urgent. FAN: I appreciate that. Is there anything else required from me? BOX_OFFICE: Just bring a photo ID and the reference number. FAN: Got it. Thank you for your help today.","The fan seeks help; box_office provides guidance, sets expectations, and sends confirmation.","A sports tickets conversation where box_office verifies details, offers options, and confirms next steps.","The fan seeks help; box_office provides guidance, sets expectations, and sends confirmation.",5.0
author_040,visa_appointment,"APPLICANT: I need to schedule a biometrics appointment. CONSULATE_STAFF: The earliest slot is next Thursday at 10 a.m. CONSULATE_STAFF: Let me confirm a few details for accuracy. APPLICANT: Sure, what do you need to know? CONSULATE_STAFF: We have an alternative if the first option doesn’t work. APPLICANT: That could fit my schedule better. CONSULATE_STAFF: I’ll send a confirmation by email and text. APPLICANT: Thanks—how long will processing take?","The applicant seeks help; consulate_staff provides guidance, sets expectations, and sends confirmation.","A visa appointment conversation where consulate_staff verifies details, offers options, and confirms next steps.","The applicant seeks help; consulate_staff provides guidance, sets expectations, and sends confirmation.",2.91
author_041,doctor_visit,"DOCTOR: Hello, what brings you in today? PATIENT: I’ve had a fever since last night and a bad cough. DOCTOR: Let me confirm a few details for accuracy. PATIENT: Sure, what do you need to know? DOCTOR: We have an alternative if the first option doesn’t work. PATIENT: That could fit my schedule better. DOCTOR: I’ll send a confirmation by email and text. PATIENT: Thanks—how long will processing take? DOCTOR: Typically three to five business days, but I’ll flag it as urgent. PATIENT: I appreciate that. Is there anything else required from me? DOCTOR: Just bring a photo ID and the reference number. PATIENT: Got it. Thank you for your help today. DOCTOR: Let me confirm a few details for accuracy. PATIENT: Sure, what do you need to know? DOCTOR: We have an alternative if the first option doesn’t work.","The patient seeks help; doctor provides guidance, sets expectations, and sends confirmation.","A doctor visit conversation where doctor verifies details, offers options, and confirms next steps.","The patient seeks help; doctor provides guidance, sets expectations, and sends confirmation.",2.88
author_042,pharmacy,"CUSTOMER: Hi, do you have this prescription in stock? PHARMACIST: Let me check the system. Yes, we can fill it in fifteen minutes. PHARMACIST: Let me confirm a few details for accuracy. CUSTOMER: Sure, what do you need to know? PHARMACIST: We have an alternative if the first option doesn’t work. CUSTOMER: That could fit my schedule better. PHARMACIST: I’ll send a confirmation by email and text. CUSTOMER: Thanks—how long will processing take? PHARMACIST: Typically three to five business days, but I’ll flag it as urgent. CUSTOMER: I appreciate that. Is there anything else required from me? PHARMACIST: Just bring a photo ID and the reference number. CUSTOMER: Got it. Thank you for your help today. PHARMACIST: Let me confirm a few details for accuracy. CUSTOMER: Sure, what do you need to know? PHARMACIST: We have an alternative if the first option doesn’t work. CUSTOMER: That could fit my schedule better.","The customer seeks help; pharmacist provides guidance, sets expectations, and sends confirmation.","A pharmacy conversation where pharmacist verifies details, offers options, and confirms next steps.","The customer seeks help; pharmacist provides guidance, sets expectations, and sends confirmation.",3.21
author_043,immigration_enquiry,"APPLICANT: I’m here to ask about my visa status. OFFICER: Please provide your passport and application number. OFFICER: Let me confirm a few details for accuracy. APPLICANT: Sure, what do you need to know? OFFICER: We have an alternative if the first option doesn’t work. APPLICANT: That could fit my schedule better. OFFICER: I’ll send a confirmation by email and text. APPLICANT: Thanks—how long will processing take? OFFICER: Typically three to five business days, but I’ll flag it as urgent.","The applicant seeks help; officer provides guidance, sets expectations, and sends confirmation.","A immigration enquiry conversation where officer verifies details, offers options, and confirms next steps.","The applicant seeks help; officer provides guidance, sets expectations, and sends confirmation.",2.95
author_044,bank_inquiry,"CLIENT: I want to discuss a fee on my statement. BANKER: I’ll review your account and explain the charge. BANKER: Let me confirm a few details for accuracy. CLIENT: Sure, what do you need to know? BANKER: We have an alternative if the first option doesn’t work. CLIENT: That could fit my schedule better. BANKER: I’ll send a confirmation by email and text. CLIENT: Thanks—how long will processing take? BANKER: Typically three to five business days, but I’ll flag it as urgent. CLIENT: I appreciate that. Is there anything else required from me? BANKER: Just bring a photo ID and the reference number. CLIENT: Got it. Thank you for your help today. BANKER: Let me confirm a few details for accuracy. CLIENT: Sure, what do you need to know?","The client seeks help; banker provides guidance, sets expectations, and sends confirmation.","A bank inquiry conversation where banker verifies details, offers options, and confirms next steps.","The client seeks help; banker provides guidance, sets expectations, and sends confirmation.",2.68
